iter	Passed	Remaining
15569	36135	195947
15570	36137	195946
15571	36140	195945
15572	36142	195943
15573	36145	195942
15574	36147	195939
15575	36149	195936
15576	36152	195934
15577	36154	195930
15578	36156	195929
15579	36159	195927
15580	36161	195925
15581	36163	195922
15582	36166	195920
15583	36167	195915
15584	36170	195912
15585	36172	195909
15586	36174	195909
15587	36177	195906
15588	36179	195904
15589	36181	195898
15590	36183	195897
15591	36185	195894
15592	36187	195887
15593	36189	195885
15594	36192	195882
15595	36194	195883
15596	36197	195880
15597	36199	195880
15598	36202	195878
15599	36204	195875
15600	36205	195868
15601	36208	195866
15602	36210	195864
15603	36212	195860
15604	36215	195860
15605	36217	195857
15606	36220	195855
15607	36222	195853
15608	36224	195851
15609	36226	195847
15610	36228	195843
15611	36231	195841
15612	36233	195839
15613	36236	195838
15614	36237	195833
15615	36240	195830
15616	36241	195825
15617	36244	195822
15618	36246	195818
15619	36248	195814
15620	36250	195812
15621	36252	195809
15622	36254	195806
15623	36257	195804
15624	36259	195802
15625	36261	195799
15626	36263	195792
15627	36265	195791
15628	36268	195788
15629	36270	195785
15630	36272	195784
15631	36275	195782
15632	36277	195779
15633	36279	195777
15634	36282	195776
15635	36284	195771
15636	36287	195771
15637	36289	195768
15638	36291	195764
15639	36293	195759
15640	36294	195752
15641	36296	195749
15642	36299	195747
15643	36301	195746
15644	36303	195744
15645	36305	195739
15646	36308	195738
15647	36310	195735
15648	36312	195732
15649	36314	195728
15650	36317	195726
15651	36319	195724
15652	36321	195722
15653	36323	195718
15654	36325	195714
15655	36327	195710
15656	36329	195704
15657	36331	195701
15658	36333	195697
15659	36336	195694
15660	36338	195691
15661	36340	195689
15662	36343	195689
15663	36345	195688
15664	36348	195687
15665	36350	195682
15666	36353	195684
15667	36355	195683
15668	36358	195680
15669	36360	195678
15670	36362	195675
15671	36365	195673
15672	36367	195670
15673	36369	195668
15674	36371	195665
15675	36373	195661
15676	36376	195658
15677	36378	195656
15678	36380	195653
15679	36382	195649
15680	36384	195647
15681	36387	195644
15682	36389	195642
15683	36392	195642
15684	36394	195641
15685	36397	195640
15686	36399	195634
15687	36401	195633
15688	36403	195627
15689	36405	195625
15690	36407	195622
15691	36410	195621
15692	36412	195618
15693	36414	195616
15694	36417	195615
15695	36419	195613
15696	36422	195610
15697	36424	195607
15698	36426	195601
15699	36428	195600
15700	36431	195599
15701	36433	195596
15702	36434	195590
15703	36436	195585
15704	36439	195582
15705	36441	195580
15706	36443	195576
15707	36445	195572
15708	36447	195570
15709	36450	195569
15710	36452	195565
15711	36453	195558
15712	36456	195556
15713	36458	195552
15714	36460	195548
15715	36462	195545
15716	36464	195542
15717	36466	195539
15718	36469	195537
15719	36471	195535
15720	36473	195533
15721	36476	195530
15722	36478	195527
15723	36481	195527
15724	36483	195524
15725	36485	195521
15726	36487	195517
15727	36489	195514
15728	36491	195511
15729	36493	195507
15730	36496	195505
15731	36497	195498
15732	36500	195496
15733	36502	195494
15734	36504	195491
15735	36506	195488
15736	36509	195485
15737	36511	195484
15738	36513	195482
15739	36516	195480
15740	36517	195474
15741	36520	195473
15742	36522	195470
15743	36525	195470
15744	36527	195467
15745	36529	195462
15746	36531	195460
15747	36533	195457
15748	36536	195454
15749	36538	195453
15750	36540	195449
15751	36543	195449
15752	36546	195448
15753	36548	195444
15754	36550	195441
15755	36552	195440
15756	36555	195438
15757	36557	195434
15758	36559	195432
15759	36561	195430
15760	36564	195426
15761	36566	195423
15762	36568	195421
15763	36571	195420
15764	36573	195417
15765	36575	195413
15766	36577	195412
15767	36580	195409
15768	36582	195408
15769	36585	195407
15770	36587	195404
15771	36590	195404
15772	36592	195402
15773	36594	195399
15774	36596	195396
15775	36599	195396
15776	36602	195397
15777	36604	195394
15778	36607	195391
15779	36609	195390
15780	36611	195388
15781	36614	195385
15782	36616	195384
15783	36619	195382
15784	36621	195381
15785	36624	195380
15786	36626	195379
15787	36629	195379
15788	36631	195377
15789	36634	195374
15790	36636	195372
15791	36639	195370
15792	36641	195368
15793	36643	195367
15794	36646	195366
15795	36648	195364
15796	36650	195361
15797	36654	195363
15798	36656	195361
15799	36658	195356
15800	36660	195351
15801	36662	195349
15802	36664	195347
15803	36667	195347
15804	36670	195346
15805	36672	195344
15806	36674	195340
15807	36677	195339
15808	36679	195336
15809	36682	195336
15810	36684	195333
15811	36686	195331
15812	36688	195327
15813	36690	195323
15814	36693	195323
15815	36695	195321
15816	36698	195319
15817	36700	195318
15818	36703	195315
15819	36704	195311
15820	36707	195308
15821	36709	195307
15822	36712	195304
15823	36714	195302
15824	36716	195300
15825	36719	195298
15826	36721	195296
15827	36723	195292
15828	36725	195288
15829	36727	195286
15830	36729	195282
15831	36732	195280
15832	36734	195276
15833	36736	195271
15834	36738	195269
15835	36740	195267
15836	36742	195264
15837	36745	195261
15838	36747	195258
15839	36749	195256
15840	36752	195253
15841	36754	195250
15842	36756	195246
15843	36758	195241
15844	36760	195239
15845	36762	195237
15846	36765	195239
15847	36768	195236
15848	36770	195233
15849	36772	195231
15850	36774	195228
15851	36776	195223
15852	36778	195220
15853	36781	195218
15854	36783	195216
15855	36785	195214
15856	36788	195212
15857	36790	195210
15858	36792	195207
15859	36795	195204
15860	36797	195202
15861	36800	195201
15862	36802	195197
15863	36804	195194
15864	36806	195190
15865	36808	195188
15866	36810	195184
15867	36813	195183
15868	36815	195180
15869	36817	195176
15870	36819	195174
15871	36821	195169
15872	36822	195162
15873	36825	195159
15874	36827	195155
15875	36829	195153
15876	36832	195151
15877	36834	195150
15878	36836	195148
15879	36838	195143
15880	36841	195143
15881	36843	195138
15882	36845	195137
15883	36848	195137
15884	36850	195134
15885	36852	195129
15886	36855	195129
15887	36857	195127
15888	36860	195125
15889	36863	195125
15890	36864	195121
15891	36867	195119
15892	36870	195119
15893	36872	195118
15894	36874	195114
15895	36877	195115
15896	36880	195115
15897	36882	195112
15898	36884	195110
15899	36886	195105
15900	36888	195102
15901	36890	195098
15902	36893	195098
15903	36895	195092
15904	36897	195091
15905	36900	195088
15906	36902	195083
15907	36904	195082
15908	36906	195080
15909	36908	195076
15910	36911	195074
15911	36912	195069
15912	36915	195066
15913	36917	195063
15914	36919	195059
15915	36921	195056
15916	36923	195053
15917	36926	195051
15918	36928	195049
15919	36930	195046
15920	36933	195044
15921	36935	195042
15922	36937	195039
15923	36939	195036
15924	36942	195032
15925	36943	195028
15926	36946	195026
15927	36948	195023
15928	36950	195021
15929	36953	195019
15930	36955	195016
15931	36957	195014
15932	36960	195012
15933	36962	195008
15934	36964	195003
15935	36966	194999
15936	36968	194996
15937	36970	194995
15938	36973	194993
15939	36975	194990
15940	36977	194987
15941	36980	194986
15942	36982	194983
15943	36984	194980
15944	36986	194976
15945	36988	194971
15946	36991	194971
15947	36993	194967
15948	36995	194963
15949	36997	194962
15950	37000	194961
15951	37002	194957
15952	37004	194956
15953	37007	194954
15954	37009	194952
15955	37011	194950
15956	37013	194946
15957	37016	194944
15958	37018	194941
15959	37021	194940
15960	37023	194938
15961	37026	194937
15962	37028	194935
15963	37030	194931
15964	37032	194930
15965	37035	194927
15966	37037	194924
15967	37039	194922
15968	37041	194919
15969	37043	194915
15970	37046	194913
15971	37048	194911
15972	37051	194909
15973	37053	194905
15974	37055	194906
15975	37058	194903
15976	37060	194901
15977	37062	194898
15978	37065	194899
15979	37068	194898
15980	37070	194893
15981	37072	194889
15982	37073	194884
15983	37076	194883
15984	37078	194880
15985	37081	194879
15986	37083	194876
15987	37085	194873
15988	37087	194871
15989	37090	194868
15990	37092	194866
15991	37095	194864
15992	37097	194861
15993	37099	194860
15994	37101	194857
15995	37104	194856
15996	37107	194855
15997	37109	194853
15998	37111	194850
15999	37113	194847
16000	37116	194845
16001	37118	194845
16002	37121	194842
16003	37124	194844
16004	37126	194842
16005	37128	194839
16006	37131	194838
16007	37133	194837
16008	37136	194835
16009	37138	194833
16010	37140	194828
16011	37143	194827
16012	37145	194827
16013	37148	194824
16014	37151	194825
16015	37153	194822
16016	37155	194821
16017	37157	194816
16018	37160	194815
16019	37162	194814
16020	37165	194814
16021	37167	194810
16022	37169	194806
16023	37171	194804
16024	37174	194801
16025	37176	194799
16026	37178	194797
16027	37181	194795
16028	37183	194792
16029	37186	194792
16030	37188	194789
16031	37190	194786
16032	37192	194783
16033	37194	194780
16034	37197	194780
16035	37200	194778
16036	37202	194775
16037	37204	194772
16038	37207	194772
16039	37209	194770
16040	37211	194768
16041	37214	194766
16042	37216	194764
16043	37219	194763
16044	37221	194758
16045	37223	194756
16046	37225	194754
16047	37228	194751
16048	37230	194749
16049	37232	194747
16050	37235	194745
16051	37237	194742
16052	37239	194738
16053	37241	194735
16054	37243	194732
16055	37246	194731
16056	37248	194729
16057	37251	194727
16058	37253	194725
16059	37255	194723
16060	37258	194721
16061	37260	194718
16062	37262	194717
16063	37265	194714
16064	37267	194713
16065	37270	194711
16066	37272	194708
16067	37274	194705
16068	37276	194703
16069	37279	194701
16070	37281	194699
16071	37283	194696
16072	37285	194692
16073	37288	194690
16074	37290	194686
16075	37292	194684
16076	37294	194680
16077	37297	194678
16078	37299	194675
16079	37301	194674
16080	37304	194673
16081	37306	194669
16082	37308	194666
16083	37311	194666
16084	37314	194667
16085	37316	194664
16086	37318	194662
16087	37321	194660
16088	37323	194659
16089	37326	194658
16090	37328	194657
16091	37331	194655
16092	37333	194654
16093	37336	194651
16094	37338	194649
16095	37340	194647
16096	37343	194646
16097	37345	194643
16098	37347	194640
16099	37350	194639
16100	37352	194636
16101	37355	194635
16102	37357	194634
16103	37359	194631
16104	37361	194627
16105	37364	194624
16106	37366	194620
16107	37368	194617
16108	37370	194615
16109	37372	194611
16110	37374	194608
16111	37377	194607
16112	37379	194605
16113	37382	194603
16114	37384	194602
16115	37386	194598
16116	37389	194596
16117	37391	194595
16118	37393	194592
16119	37396	194590
16120	37398	194587
16121	37401	194588
16122	37404	194588
16123	37406	194586
16124	37409	194585
16125	37411	194583
16126	37414	194584
16127	37416	194582
16128	37419	194579
16129	37421	194579
16130	37424	194577
16131	37426	194574
16132	37428	194570
16133	37430	194567
16134	37432	194565
16135	37435	194564
16136	37437	194561
16137	37439	194558
16138	37442	194555
16139	37444	194553
16140	37446	194551
16141	37449	194549
16142	37451	194547
16143	37453	194544
16144	37456	194543
16145	37458	194540
16146	37460	194537
16147	37463	194536
16148	37465	194534
16149	37467	194531
16150	37470	194529
16151	37472	194528
16152	37474	194525
16153	37477	194522
16154	37479	194520
16155	37481	194517
16156	37483	194513
16157	37486	194511
16158	37488	194508
16159	37490	194505
16160	37492	194503
16161	37495	194500
16162	37497	194497
16163	37499	194492
16164	37501	194491
16165	37503	194488
16166	37506	194485
16167	37508	194481
16168	37510	194479
16169	37512	194476
16170	37514	194473
16171	37517	194470
16172	37519	194466
16173	37520	194462
16174	37523	194458
16175	37525	194454
16176	37527	194451
16177	37529	194446
16178	37531	194443
16179	37533	194441
16180	37535	194439
16181	37538	194435
16182	37540	194433
16183	37542	194432
16184	37545	194431
16185	37547	194427
16186	37549	194425
16187	37552	194424
16188	37554	194421
16189	37557	194420
16190	37559	194417
16191	37561	194413
16192	37563	194412
16193	37566	194411
16194	37568	194408
16195	37570	194405
16196	37573	194402
16197	37575	194399
16198	37577	194398
16199	37580	194396
16200	37582	194394
16201	37584	194392
16202	37587	194388
16203	37589	194387
16204	37592	194387
16205	37594	194386
16206	37597	194383
16207	37599	194380
16208	37601	194379
16209	37604	194379
16210	37606	194376
16211	37609	194374
16212	37611	194370
16213	37613	194369
16214	37615	194365
16215	37618	194363
16216	37620	194360
16217	37622	194358
16218	37624	194354
16219	37626	194350
16220	37628	194347
16221	37631	194345
16222	37633	194343
16223	37635	194340
16224	37638	194339
16225	37640	194337
16226	37642	194334
16227	37645	194331
16228	37647	194331
16229	37650	194329
16230	37652	194328
16231	37655	194326
16232	37657	194322
16233	37659	194319
16234	37662	194318
16235	37664	194315
16236	37666	194313
16237	37668	194310
16238	37671	194307
16239	37673	194305
16240	37675	194303
16241	37678	194302
16242	37680	194299
16243	37682	194295
16244	37684	194292
16245	37686	194289
16246	37689	194287
16247	37691	194285
16248	37693	194282
16249	37696	194279
16250	37698	194277
16251	37700	194274
16252	37702	194272
16253	37705	194271
16254	37707	194267
16255	37709	194264
16256	37712	194263
16257	37714	194262
16258	37716	194258
16259	37719	194255
16260	37721	194253
16261	37723	194249
16262	37725	194246
16263	37727	194243
16264	37729	194239
16265	37731	194235
16266	37734	194232
16267	37736	194230
16268	37738	194226
16269	37740	194222
16270	37742	194220
16271	37744	194217
16272	37747	194214
16273	37749	194210
16274	37751	194207
16275	37753	194205
16276	37755	194202
16277	37758	194199
16278	37760	194195
16279	37762	194193
16280	37764	194190
16281	37766	194188
16282	37769	194185
16283	37771	194183
16284	37773	194180
16285	37776	194179
16286	37778	194175
16287	37780	194172
16288	37782	194170
16289	37784	194167
16290	37787	194163
16291	37789	194161
16292	37792	194160
16293	37794	194158
16294	37796	194156
16295	37799	194154
16296	37801	194153
16297	37804	194152
16298	37806	194149
16299	37808	194147
16300	37811	194145
16301	37813	194144
16302	37816	194142
16303	37818	194140
16304	37820	194138
16305	37823	194137
16306	37825	194135
16307	37828	194133
16308	37830	194129
16309	37832	194127
16310	37834	194124
16311	37837	194123
16312	37839	194119
16313	37841	194116
16314	37843	194114
16315	37846	194112
16316	37848	194111
16317	37851	194107
16318	37853	194105
16319	37855	194103
16320	37858	194101
16321	37860	194099
16322	37862	194096
16323	37864	194093
16324	37866	194088
16325	37868	194085
16326	37871	194082
16327	37873	194082
16328	37876	194080
16329	37878	194079
16330	37881	194076
16331	37883	194074
16332	37885	194071
16333	37887	194068
16334	37890	194066
16335	37892	194066
16336	37895	194064
16337	37897	194062
16338	37899	194060
16339	37901	194055
16340	37904	194055
16341	37906	194053
16342	37909	194050
16343	37911	194049
16344	37914	194050
16345	37917	194048
16346	37919	194046
16347	37921	194044
16348	37924	194042
16349	37926	194041
16350	37928	194037
16351	37931	194035
16352	37933	194033
16353	37935	194029
16354	37938	194028
16355	37940	194025
16356	37942	194021
16357	37944	194019
16358	37946	194016
16359	37949	194013
16360	37951	194009
16361	37953	194007
16362	37955	194005
16363	37958	194003
16364	37960	193999
16365	37962	193996
16366	37964	193994
16367	37966	193990
16368	37969	193988
16369	37971	193985
16370	37973	193984
16371	37976	193983
16372	37978	193980
16373	37981	193978
16374	37983	193975
16375	37985	193972
16376	37988	193971
16377	37990	193969
16378	37992	193967
16379	37995	193966
16380	37997	193964
16381	38000	193965
16382	38003	193963
16383	38005	193961
16384	38008	193960
16385	38010	193959
16386	38013	193961
16387	38016	193958
16388	38018	193955
16389	38020	193952
16390	38022	193949
16391	38024	193946
16392	38026	193943
16393	38029	193941
16394	38031	193937
16395	38033	193936
16396	38036	193934
16397	38038	193931
16398	38040	193928
16399	38043	193927
16400	38045	193925
16401	38047	193920
16402	38050	193921
16403	38052	193919
16404	38054	193916
16405	38057	193915
16406	38059	193909
16407	38061	193906
16408	38063	193905
16409	38066	193903
16410	38068	193900
16411	38070	193898
16412	38072	193895
16413	38075	193892
16414	38077	193889
16415	38079	193888
16416	38082	193885
16417	38084	193883
16418	38087	193882
16419	38089	193881
16420	38091	193878
16421	38094	193875
16422	38096	193873
16423	38098	193871
16424	38101	193869
16425	38103	193867
16426	38105	193864
16427	38107	193861
16428	38110	193858
16429	38112	193855
16430	38114	193852
16431	38116	193849
16432	38118	193846
16433	38121	193843
16434	38123	193843
16435	38126	193841
16436	38128	193837
16437	38130	193835
16438	38133	193833
16439	38135	193832
16440	38137	193829
16441	38140	193827
16442	38143	193828
16443	38145	193827
16444	38148	193828
16445	38150	193826
16446	38153	193825
16447	38156	193823
16448	38158	193820
16449	38160	193818
16450	38162	193814
16451	38165	193813
16452	38167	193811
16453	38169	193809
16454	38172	193808
16455	38174	193807
16456	38177	193806
16457	38180	193805
16458	38182	193802
16459	38184	193800
16460	38187	193799
16461	38189	193797
16462	38192	193798
16463	38195	193796
16464	38197	193793
16465	38199	193792
16466	38202	193789
16467	38204	193786
16468	38206	193784
16469	38209	193782
16470	38211	193781
16471	38214	193780
16472	38216	193778
16473	38218	193775
16474	38221	193773
16475	38223	193773
16476	38226	193770
16477	38228	193768
16478	38230	193765
16479	38233	193763
16480	38235	193760
16481	38237	193759
16482	38239	193756
16483	38242	193753
16484	38244	193751
16485	38247	193751
16486	38250	193751
16487	38252	193750
16488	38255	193749
16489	38257	193747
16490	38260	193746
16491	38262	193745
16492	38264	193741
16493	38266	193738
16494	38269	193737
16495	38271	193734
16496	38274	193733
16497	38276	193729
16498	38279	193729
16499	38281	193727
16500	38283	193726
16501	38286	193723
16502	38288	193721
16503	38290	193719
16504	38293	193717
16505	38295	193714
16506	38298	193713
16507	38300	193709
16508	38302	193708
16509	38304	193705
16510	38307	193702
16511	38309	193699
16512	38311	193694
16513	38313	193691
16514	38315	193690
16515	38318	193688
16516	38320	193686
16517	38323	193685
16518	38325	193682
16519	38327	193679
16520	38329	193677
16521	38332	193675
16522	38334	193673
16523	38336	193669
16524	38338	193666
16525	38341	193665
16526	38343	193662
16527	38345	193660
16528	38348	193657
16529	38350	193654
16530	38353	193656
16531	38355	193653
16532	38357	193649
16533	38360	193647
16534	38362	193644
16535	38364	193641
16536	38366	193637
16537	38369	193636
16538	38371	193635
16539	38374	193636
16540	38376	193633
16541	38379	193632
16542	38381	193630
16543	38383	193627
16544	38386	193624
16545	38388	193623
16546	38390	193620
16547	38393	193619
16548	38395	193616
16549	38398	193615
16550	38400	193613
16551	38403	193611
16552	38405	193610
16553	38407	193608
16554	38410	193605
16555	38412	193601
16556	38415	193601
16557	38417	193599
16558	38419	193596
16559	38421	193593
16560	38424	193593
16561	38426	193591
16562	38429	193590
16563	38431	193588
16564	38433	193584
16565	38435	193581
16566	38438	193578
16567	38441	193579
16568	38443	193576
16569	38445	193575
16570	38447	193571
16571	38450	193569
16572	38452	193567
16573	38454	193563
16574	38456	193561
16575	38459	193560
16576	38462	193559
16577	38464	193558
16578	38466	193555
16579	38469	193551
16580	38471	193549
16581	38473	193548
16582	38475	193544
16583	38478	193543
16584	38480	193541
16585	38483	193540
16586	38485	193538
16587	38488	193537
16588	38490	193533
16589	38492	193531
16590	38495	193529
16591	38497	193526
16592	38499	193523
16593	38501	193521
16594	38504	193518
16595	38506	193516
16596	38508	193514
16597	38511	193511
16598	38513	193508
16599	38515	193507
16600	38517	193502
16601	38520	193502
16602	38522	193501
16603	38525	193498
16604	38527	193497
16605	38530	193495
16606	38532	193493
16607	38535	193492
16608	38537	193488
16609	38539	193486
16610	38541	193481
16611	38543	193479
16612	38545	193476
16613	38548	193475
16614	38550	193473
16615	38553	193471
16616	38555	193468
16617	38558	193470
16618	38560	193466
16619	38562	193463
16620	38565	193461
16621	38567	193458
16622	38569	193457
16623	38572	193454
16624	38574	193451
16625	38576	193448
16626	38578	193445
16627	38581	193443
16628	38583	193440
16629	38585	193438
16630	38588	193437
16631	38590	193433
16632	38592	193430
16633	38595	193430
16634	38597	193428
16635	38599	193424
16636	38601	193422
16637	38604	193420
16638	38606	193418
16639	38609	193417
16640	38611	193414
16641	38613	193411
16642	38616	193410
16643	38618	193408
16644	38620	193406
16645	38623	193403
16646	38625	193401
16647	38627	193398
16648	38630	193396
16649	38632	193393
16650	38634	193391
16651	38637	193389
16652	38639	193387
16653	38641	193385
16654	38644	193382
16655	38646	193378
16656	38648	193376
16657	38650	193372
16658	38652	193370
16659	38655	193368
16660	38657	193367
16661	38660	193367
16662	38662	193364
16663	38665	193363
16664	38667	193361
16665	38669	193358
16666	38672	193357
16667	38674	193354
16668	38676	193352
16669	38679	193349
16670	38681	193347
16671	38683	193344
16672	38685	193341
16673	38688	193340
16674	38691	193339
16675	38693	193337
16676	38695	193334
16677	38698	193332
16678	38700	193330
16679	38702	193327
16680	38705	193327
16681	38707	193324
16682	38710	193325
16683	38713	193324
16684	38715	193321
16685	38717	193319
16686	38720	193317
16687	38722	193313
16688	38724	193311
16689	38726	193309
16690	38729	193306
16691	38731	193303
16692	38733	193301
16693	38736	193299
16694	38738	193296
16695	38740	193294
16696	38742	193292
16697	38745	193291
16698	38747	193289
16699	38750	193287
16700	38752	193284
16701	38754	193281
16702	38756	193278
16703	38758	193274
16704	38761	193272
16705	38763	193270
16706	38766	193268
16707	38768	193266
16708	38770	193264
16709	38772	193261
16710	38775	193259
16711	38777	193255
16712	38779	193252
16713	38781	193250
16714	38784	193248
16715	38786	193246
16716	38789	193245
16717	38791	193243
16718	38793	193241
16719	38796	193240
16720	38798	193236
16721	38801	193234
16722	38803	193233
16723	38805	193231
16724	38808	193228
16725	38811	193232
16726	38813	193229
16727	38815	193224
16728	38818	193226
16729	38821	193223
16730	38823	193222
16731	38825	193219
16732	38828	193216
16733	38830	193214
16734	38832	193212
16735	38835	193210
16736	38837	193208
16737	38840	193207
16738	38842	193204
16739	38845	193204
16740	38847	193201
16741	38849	193198
16742	38851	193197
16743	38854	193193
16744	38856	193192
16745	38859	193191
16746	38861	193189
16747	38863	193186
16748	38865	193182
16749	38868	193181
16750	38870	193177
16751	38872	193176
16752	38875	193174
16753	38877	193171
16754	38879	193169
16755	38882	193167
16756	38884	193163
16757	38886	193161
16758	38888	193158
16759	38890	193154
16760	38893	193154
16761	38896	193153
16762	38898	193151
16763	38900	193149
16764	38903	193146
16765	38905	193144
16766	38908	193143
16767	38910	193142
16768	38912	193139
16769	38915	193138
16770	38918	193137
16771	38920	193134
16772	38922	193132
16773	38924	193129
16774	38927	193128
16775	38929	193126
16776	38932	193124
16777	38934	193122
16778	38936	193120
16779	38939	193118
16780	38942	193119
16781	38944	193116
16782	38946	193114
16783	38949	193112
16784	38951	193109
16785	38953	193108
16786	38956	193106
16787	38958	193104
16788	38961	193102
16789	38963	193101
16790	38965	193097
16791	38967	193093
16792	38970	193091
16793	38972	193089
16794	38974	193086
16795	38976	193084
16796	38979	193082
16797	38981	193080
16798	38984	193077
16799	38986	193074
16800	38988	193070
16801	38989	193065
16802	38992	193063
16803	38994	193062
16804	38996	193058
16805	39000	193060
16806	39002	193058
16807	39004	193056
16808	39007	193053
16809	39009	193052
16810	39011	193048
16811	39014	193046
16812	39016	193045
16813	39019	193043
16814	39021	193043
16815	39023	193040
16816	39026	193039
16817	39029	193037
16818	39031	193035
16819	39033	193034
16820	39036	193032
16821	39038	193028
16822	39040	193024
16823	39042	193020
16824	39044	193018
16825	39046	193015
16826	39049	193014
16827	39051	193012
16828	39054	193009
16829	39057	193011
16830	39059	193009
16831	39061	193007
16832	39064	193004
16833	39066	193004
16834	39069	193003
16835	39071	193001
16836	39074	193000
16837	39076	192997
16838	39078	192993
16839	39080	192991
16840	39083	192988
16841	39085	192987
16842	39087	192984
16843	39090	192982
16844	39092	192978
16845	39094	192976
16846	39097	192974
16847	39099	192973
16848	39102	192972
16849	39104	192968
16850	39106	192966
16851	39108	192962
16852	39110	192960
16853	39113	192957
16854	39115	192955
16855	39117	192953
16856	39120	192951
16857	39122	192949
16858	39124	192946
16859	39127	192945
16860	39129	192942
16861	39132	192940
16862	39134	192937
16863	39136	192935
16864	39139	192933
16865	39141	192929
16866	39143	192929
16867	39146	192928
16868	39148	192925
16869	39150	192922
16870	39153	192921
16871	39155	192918
16872	39157	192915
16873	39159	192912
16874	39162	192913
16875	39165	192910
16876	39167	192910
16877	39170	192909
16878	39172	192906
16879	39174	192903
16880	39177	192901
16881	39179	192899
16882	39182	192898
16883	39184	192896
16884	39186	192894
16885	39189	192893
16886	39192	192893
16887	39194	192889
16888	39196	192888
16889	39198	192884
16890	39201	192883
16891	39203	192880
16892	39205	192877
16893	39208	192875
16894	39210	192873
16895	39212	192871
16896	39215	192867
16897	39217	192864
16898	39219	192861
16899	39221	192859
16900	39224	192857
16901	39226	192855
16902	39228	192852
16903	39231	192851
16904	39233	192850
16905	39235	192846
16906	39238	192847
16907	39241	192844
16908	39243	192841
16909	39245	192839
16910	39247	192837
16911	39250	192835
16912	39252	192833
16913	39255	192831
16914	39258	192832
16915	39260	192830
16916	39263	192829
16917	39265	192825
16918	39267	192823
16919	39269	192821
16920	39272	192818
16921	39274	192816
16922	39276	192813
16923	39279	192811
16924	39281	192809
16925	39283	192807
16926	39286	192806
16927	39288	192804
16928	39290	192801
16929	39293	192799
16930	39295	192797
16931	39298	192795
16932	39300	192793
16933	39302	192789
16934	39304	192787
16935	39307	192785
16936	39309	192782
16937	39311	192779
16938	39314	192779
16939	39316	192776
16940	39318	192771
16941	39320	192769
16942	39323	192768
16943	39325	192766
16944	39328	192765
16945	39330	192763
16946	39332	192760
16947	39335	192758
16948	39337	192756
16949	39339	192754
16950	39342	192752
16951	39345	192751
16952	39347	192750
16953	39349	192747
16954	39352	192745
16955	39354	192743
16956	39356	192739
16957	39359	192739
16958	39361	192736
16959	39363	192735
16960	39366	192732
16961	39368	192731
16962	39371	192728
16963	39373	192725
16964	39375	192724
16965	39378	192724
16966	39380	192721
16967	39383	192719
16968	39385	192717
16969	39388	192716
16970	39390	192714
16971	39392	192711
16972	39395	192710
16973	39397	192708
16974	39400	192706
16975	39402	192704
16976	39405	192703
16977	39407	192700
16978	39409	192697
16979	39411	192696
16980	39414	192692
16981	39416	192692
16982	39418	192689
16983	39421	192685
16984	39423	192683
16985	39425	192679
16986	39428	192679
16987	39430	192675
16988	39432	192673
16989	39434	192669
16990	39436	192666
16991	39438	192664
16992	39441	192662
16993	39443	192660
16994	39446	192658
16995	39448	192656
16996	39451	192654
16997	39453	192653
16998	39455	192650
16999	39458	192649
17000	39460	192646
17001	39462	192644
17002	39465	192641
17003	39467	192637
17004	39469	192634
17005	39471	192633
17006	39474	192630
17007	39476	192627
17008	39478	192625
17009	39480	192621
17010	39482	192619
17011	39485	192617
17012	39487	192615
17013	39490	192613
17014	39492	192611
17015	39495	192610
17016	39497	192607
17017	39500	192607
17018	39502	192605
17019	39504	192602
17020	39507	192600
17021	39509	192600
17022	39512	192597
17023	39514	192596
17024	39516	192592
17025	39518	192590
17026	39521	192588
17027	39523	192585
17028	39525	192583
17029	39528	192582
17030	39531	192581
17031	39533	192578
17032	39535	192576
17033	39537	192572
17034	39539	192569
17035	39542	192567
17036	39544	192563
17037	39546	192561
17038	39548	192558
17039	39551	192556
17040	39553	192552
17041	39555	192550
17042	39558	192549
17043	39560	192547
17044	39562	192544
17045	39564	192540
17046	39566	192536
17047	39569	192535
17048	39571	192534
17049	39574	192533
17050	39576	192532
17051	39578	192528
17052	39581	192525
17053	39583	192522
17054	39585	192521
17055	39588	192521
17056	39591	192519
17057	39593	192517
17058	39595	192514
17059	39598	192512
17060	39600	192510
17061	39602	192509
17062	39605	192506
17063	39607	192503
17064	39609	192500
17065	39611	192496
17066	39614	192495
17067	39616	192492
17068	39618	192489
17069	39620	192486
17070	39622	192484
17071	39625	192482
17072	39627	192480
17073	39630	192477
17074	39632	192476
17075	39635	192474
17076	39637	192470
17077	39639	192466
17078	39641	192465
17079	39643	192462
17080	39645	192459
17081	39648	192457
17082	39650	192456
17083	39653	192454
17084	39656	192455
17085	39658	192452
17086	39660	192450
17087	39663	192448
17088	39665	192448
17089	39668	192445
17090	39670	192441
17091	39672	192440
17092	39675	192439
17093	39677	192437
17094	39679	192433
17095	39682	192431
17096	39684	192428
17097	39686	192427
17098	39689	192426
17099	39691	192424
17100	39693	192420
17101	39696	192420
17102	39698	192417
17103	39701	192414
17104	39703	192412
17105	39705	192408
17106	39707	192407
17107	39710	192406
17108	39712	192402
17109	39714	192400
17110	39717	192397
17111	39720	192398
17112	39722	192395
17113	39724	192392
17114	39726	192389
17115	39728	192386
17116	39731	192383
17117	39733	192381
17118	39735	192379
17119	39737	192374
17120	39739	192371
17121	39741	192368
17122	39744	192367
