iter	RMSE
803	1473.426255
804	1472.067166
805	1470.709555
806	1469.33432
807	1468.000689
808	1466.571682
809	1465.21158
810	1463.875858
811	1462.481323
812	1461.055616
813	1459.704572
814	1458.322152
815	1456.966886
816	1455.603944
817	1454.267394
818	1452.947145
819	1451.604957
820	1450.309392
821	1448.941126
822	1447.55798
823	1446.226269
824	1444.848829
825	1443.510108
826	1442.175425
827	1440.802981
828	1439.478136
829	1438.149449
830	1436.788399
831	1435.438988
832	1434.174421
833	1432.844109
834	1431.579752
835	1430.229352
836	1428.902908
837	1427.618117
838	1426.30147
839	1424.987034
840	1423.678963
841	1422.350141
842	1421.069887
843	1419.754063
844	1418.489391
845	1417.197218
846	1415.881432
847	1414.726933
848	1413.517691
849	1412.243262
850	1411.015798
851	1409.748651
852	1408.411886
853	1407.173029
854	1405.877962
855	1404.538877
856	1403.259596
857	1401.973005
858	1400.6592
859	1399.421409
860	1398.191921
861	1396.966308
862	1395.666085
863	1394.447528
864	1393.176075
865	1391.942405
866	1390.734326
867	1389.496765
868	1388.229543
869	1386.978899
870	1385.75154
871	1384.507365
872	1383.219885
873	1381.995465
874	1380.770839
875	1379.624252
876	1378.402879
877	1377.221845
878	1375.984023
879	1374.826613
880	1373.637909
881	1372.456527
882	1371.248486
883	1370.014818
884	1368.773592
885	1367.534377
886	1366.32633
887	1365.129029
888	1363.891628
889	1362.644636
890	1361.426208
891	1360.197071
892	1358.975316
893	1357.814395
894	1356.642867
895	1355.530645
896	1354.295091
897	1353.088
898	1351.907529
899	1350.679172
900	1349.542749
901	1348.404919
902	1347.292542
903	1346.095439
904	1344.918941
905	1343.737351
906	1342.585349
907	1341.3977
908	1340.25109
909	1339.088989
910	1337.977193
911	1336.814086
912	1335.634308
913	1334.444922
914	1333.306597
915	1332.16642
916	1331.007317
917	1329.856062
918	1328.754183
919	1327.637348
920	1326.509442
921	1325.453698
922	1324.29587
923	1323.189093
924	1322.099246
925	1320.9829
926	1319.797945
927	1318.680816
928	1317.580946
929	1316.531688
930	1315.400581
931	1314.315594
932	1313.224922
933	1312.091593
934	1310.954033
935	1309.83835
936	1308.745848
937	1307.661882
938	1306.542965
939	1305.524042
940	1304.418542
941	1303.298802
942	1302.17241
943	1301.097525
944	1299.980851
945	1298.93316
946	1297.858892
947	1296.790413
948	1295.737448
949	1294.682553
950	1293.614674
951	1292.541854
952	1291.500884
953	1290.462854
954	1289.386548
955	1288.328129
956	1287.27171
957	1286.164066
958	1285.140612
959	1284.114939
960	1283.070885
961	1282.053991
962	1280.968877
963	1279.930732
964	1278.854879
965	1277.778913
966	1276.712756
967	1275.679667
968	1274.601566
969	1273.523902
970	1272.518775
971	1271.477581
972	1270.424032
973	1269.360514
974	1268.296033
975	1267.212676
976	1266.176351
977	1265.163802
978	1264.125331
979	1263.116903
980	1262.144941
981	1261.154135
982	1260.11349
983	1259.133894
984	1258.138163
985	1257.146736
986	1256.160943
987	1255.137634
988	1254.130404
989	1253.104938
990	1252.098761
991	1251.050135
992	1250.062545
993	1249.044105
994	1248.031422
995	1247.092337
996	1246.123407
997	1245.159277
998	1244.196935
999	1243.276204
1000	1242.340718
1001	1241.331729
1002	1240.32925
1003	1239.398979
1004	1238.400828
1005	1237.39281
1006	1236.386481
1007	1235.412681
1008	1234.440143
1009	1233.42173
1010	1232.455987
1011	1231.464557
1012	1230.561284
1013	1229.651851
1014	1228.743354
1015	1227.811728
1016	1226.793889
1017	1225.825719
1018	1224.851723
1019	1223.879137
1020	1222.989836
1021	1221.978432
1022	1221.04854
1023	1220.083388
1024	1219.165172
1025	1218.242016
1026	1217.326111
1027	1216.371929
1028	1215.464016
1029	1214.555099
1030	1213.620477
1031	1212.653595
1032	1211.710821
1033	1210.812061
1034	1209.853035
1035	1208.906475
1036	1207.972449
1037	1207.061375
1038	1206.111669
1039	1205.17414
1040	1204.28361
1041	1203.362432
1042	1202.479419
1043	1201.591677
1044	1200.700462
1045	1199.809585
1046	1198.871344
1047	1198.003702
1048	1197.121486
1049	1196.199653
1050	1195.359368
1051	1194.493048
1052	1193.676577
1053	1192.766974
1054	1191.85982
1055	1190.988141
1056	1190.041325
1057	1189.125665
1058	1188.231404
1059	1187.378901
1060	1186.508228
1061	1185.675205
1062	1184.83849
1063	1183.982386
1064	1183.169893
1065	1182.327769
1066	1181.42892
1067	1180.579111
1068	1179.693923
1069	1178.835621
1070	1177.944079
1071	1177.108364
1072	1176.288774
1073	1175.403991
1074	1174.530152
1075	1173.650538
1076	1172.7955
1077	1171.951147
1078	1171.080159
1079	1170.202692
1080	1169.414439
1081	1168.544434
1082	1167.699925
1083	1166.866711
1084	1165.991021
1085	1165.244725
1086	1164.380905
1087	1163.487919
1088	1162.679706
1089	1161.817595
1090	1160.958442
1091	1160.092566
1092	1159.295783
1093	1158.44568
1094	1157.654369
1095	1156.778871
1096	1155.936651
1097	1155.126644
1098	1154.24504
1099	1153.441634
1100	1152.592111
1101	1151.752803
1102	1150.950431
1103	1150.168194
1104	1149.354206
1105	1148.579359
1106	1147.774017
1107	1146.927624
1108	1146.066182
1109	1145.232666
1110	1144.41782
1111	1143.625432
1112	1142.793838
1113	1142.046648
1114	1141.200925
1115	1140.384948
1116	1139.652514
1117	1138.853835
1118	1138.057795
1119	1137.250296
1120	1136.513156
1121	1135.721289
1122	1134.903056
1123	1134.10707
1124	1133.292718
1125	1132.514076
1126	1131.717279
1127	1130.867344
1128	1130.052142
1129	1129.200921
1130	1128.472162
1131	1127.685401
1132	1126.910619
1133	1126.142072
1134	1125.351212
1135	1124.553516
1136	1123.763745
1137	1122.953748
1138	1122.200508
1139	1121.409216
1140	1120.672079
1141	1119.872102
1142	1119.174782
1143	1118.39056
1144	1117.621802
1145	1116.872693
1146	1116.104339
1147	1115.407764
1148	1114.697023
1149	1113.921096
1150	1113.111936
1151	1112.31943
1152	1111.557318
1153	1110.795356
1154	1110.063466
1155	1109.356351
1156	1108.64617
1157	1107.89416
1158	1107.14407
1159	1106.386771
1160	1105.626985
1161	1104.869485
1162	1104.125157
1163	1103.339071
1164	1102.529896
1165	1101.799957
1166	1101.022771
1167	1100.337814
1168	1099.611569
1169	1098.88139
1170	1098.184238
1171	1097.492424
1172	1096.766466
1173	1096.082893
1174	1095.332315
1175	1094.623649
1176	1093.927478
1177	1093.196959
1178	1092.476818
1179	1091.73241
1180	1091.001712
1181	1090.28672
1182	1089.502602
1183	1088.765836
1184	1088.015095
1185	1087.2829
1186	1086.549319
1187	1085.792674
1188	1085.132327
1189	1084.421936
1190	1083.703768
1191	1082.9997
1192	1082.297381
1193	1081.592599
1194	1080.887979
1195	1080.178805
1196	1079.482958
1197	1078.801685
1198	1078.177162
1199	1077.475077
1200	1076.758545
1201	1076.075968
1202	1075.342492
1203	1074.697685
1204	1073.960039
1205	1073.251521
1206	1072.568014
1207	1071.868696
1208	1071.209888
1209	1070.503901
1210	1069.844214
1211	1069.149472
1212	1068.48559
1213	1067.795527
1214	1067.150889
1215	1066.453341
1216	1065.83397
1217	1065.161299
1218	1064.434468
1219	1063.71555
1220	1063.03727
1221	1062.38516
1222	1061.790637
1223	1061.074333
1224	1060.436735
1225	1059.777141
1226	1059.10756
1227	1058.475114
1228	1057.749843
1229	1057.042735
1230	1056.425857
1231	1055.753578
1232	1055.113119
1233	1054.446423
1234	1053.800663
1235	1053.156166
1236	1052.496702
1237	1051.831351
1238	1051.245956
1239	1050.604148
1240	1049.985265
1241	1049.346335
1242	1048.726416
1243	1048.103742
1244	1047.454883
1245	1046.793143
1246	1046.143183
1247	1045.483224
1248	1044.801679
1249	1044.122617
1250	1043.476227
1251	1042.798385
1252	1042.161462
1253	1041.569191
1254	1040.905957
1255	1040.243193
1256	1039.615737
1257	1038.99544
1258	1038.375155
1259	1037.749999
1260	1037.126638
1261	1036.50922
1262	1035.916075
1263	1035.302599
1264	1034.684713
1265	1034.0142
1266	1033.44183
1267	1032.827688
1268	1032.27455
1269	1031.650411
1270	1031.069939
1271	1030.480005
1272	1029.871779
1273	1029.311474
1274	1028.704904
1275	1028.079933
1276	1027.461666
1277	1026.828683
1278	1026.233808
1279	1025.669871
1280	1025.030055
1281	1024.416303
1282	1023.867479
1283	1023.272697
1284	1022.691027
1285	1022.071072
1286	1021.469037
1287	1020.869165
1288	1020.261704
1289	1019.634147
1290	1019.040169
1291	1018.423198
1292	1017.807843
1293	1017.188789
1294	1016.633579
1295	1016.051154
1296	1015.436036
1297	1014.848962
1298	1014.239438
1299	1013.652414
1300	1013.096203
1301	1012.492941
1302	1011.913096
1303	1011.378831
1304	1010.800056
1305	1010.265682
1306	1009.717739
1307	1009.19221
1308	1008.594474
1309	1007.991013
1310	1007.462288
1311	1006.881847
1312	1006.259476
1313	1005.707364
1314	1005.126022
1315	1004.542164
1316	1003.944912
1317	1003.403196
1318	1002.805738
1319	1002.284224
1320	1001.739442
1321	1001.195097
1322	1000.6481
1323	1000.086274
1324	999.5517878
1325	998.9719444
1326	998.4641268
1327	997.8744708
1328	997.2903966
1329	996.7121376
1330	996.1211147
1331	995.5622222
1332	995.0562552
1333	994.5422114
1334	993.9619321
1335	993.3961475
1336	992.8237639
1337	992.3425791
1338	991.8453618
1339	991.283976
1340	990.8092439
1341	990.313668
1342	989.7577546
1343	989.2103746
1344	988.6797266
1345	988.1159937
1346	987.6170862
1347	987.1160474
1348	986.5631415
1349	986.0415657
1350	985.4894142
1351	984.9746637
1352	984.3975395
1353	983.8165471
1354	983.2494747
1355	982.7146068
1356	982.2055395
1357	981.6947002
1358	981.1241526
1359	980.5551105
1360	979.9968771
1361	979.4635006
1362	978.9783372
1363	978.4093944
1364	977.903877
1365	977.3633505
1366	976.8309427
1367	976.3050582
1368	975.796499
1369	975.2921307
1370	974.7732915
1371	974.2429839
1372	973.6881426
1373	973.1961526
1374	972.6660971
1375	972.1432029
1376	971.5984945
1377	971.0770467
1378	970.5743858
1379	970.0607028
1380	969.5641819
1381	969.0312098
1382	968.4806255
1383	967.9802461
1384	967.4686961
1385	966.9526896
1386	966.4578794
1387	965.9438427
1388	965.4312117
1389	964.9045218
1390	964.4492957
1391	963.9369353
1392	963.4271258
1393	962.953
1394	962.4412936
1395	961.9942901
1396	961.4771887
1397	960.9954764
1398	960.476633
1399	959.9668238
1400	959.4934037
1401	959.0221703
1402	958.5463904
1403	958.0300444
1404	957.590659
1405	957.1294541
1406	956.6373024
1407	956.115623
1408	955.6681111
1409	955.146204
1410	954.634481
1411	954.1546273
1412	953.6524371
1413	953.1455984
1414	952.6551727
1415	952.1532194
1416	951.6492459
1417	951.1550683
1418	950.679633
1419	950.243552
1420	949.7514834
1421	949.2754261
1422	948.8075682
1423	948.297615
1424	947.8381965
1425	947.3443043
1426	946.8281277
1427	946.385869
1428	945.8740445
1429	945.4139811
1430	944.9463221
1431	944.4837476
1432	943.9905415
1433	943.5076612
1434	942.9975824
1435	942.5320625
1436	942.0257963
1437	941.5819502
1438	941.1598152
1439	940.7104556
1440	940.2286028
1441	939.7761828
1442	939.2834154
1443	938.8256646
1444	938.3707534
1445	937.8987584
1446	937.4567302
1447	937.0012969
1448	936.5665465
1449	936.0780269
1450	935.6486378
1451	935.2354375
1452	934.7951905
1453	934.3622991
1454	933.9066524
1455	933.4734329
1456	933.103832
1457	932.6291866
1458	932.17973
1459	931.7210208
1460	931.3156723
1461	930.8797984
1462	930.446966
1463	930.0231497
1464	929.5760311
1465	929.1362416
1466	928.6737584
1467	928.2377496
1468	927.7748498
1469	927.2936201
1470	926.8661325
1471	926.423907
1472	925.9635462
1473	925.5487729
1474	925.0805757
1475	924.6017791
1476	924.1686623
1477	923.7433738
1478	923.331758
1479	922.921859
1480	922.492146
1481	922.0358431
1482	921.6126823
1483	921.2186341
1484	920.7548857
1485	920.2792129
1486	919.8793417
1487	919.4692672
1488	919.0115237
1489	918.5442233
1490	918.0813837
1491	917.659222
1492	917.2878327
1493	916.9040578
1494	916.5025828
1495	916.0420875
1496	915.5946477
1497	915.1617053
1498	914.695777
1499	914.2618478
1500	913.8861181
1501	913.471629
1502	913.0780626
1503	912.6538864
1504	912.2407596
1505	911.8192735
1506	911.4135738
1507	911.0251855
1508	910.6106836
1509	910.17865
1510	909.7316072
1511	909.3743796
1512	908.9633863
1513	908.5595371
1514	908.1137074
1515	907.6696048
1516	907.2304138
1517	906.8262604
1518	906.4013129
1519	905.9849566
1520	905.5767095
1521	905.225321
1522	904.8532922
1523	904.4814296
1524	904.0303089
1525	903.5817824
1526	903.2109015
1527	902.7796631
1528	902.3908338
1529	902.0220487
1530	901.6818697
1531	901.3030615
1532	900.9440365
1533	900.5959191
1534	900.2109933
1535	899.7591043
1536	899.3630258
1537	898.9786475
1538	898.572979
1539	898.1744835
1540	897.8156042
1541	897.4144686
1542	897.0468161
1543	896.6798669
1544	896.2418482
1545	895.8691616
1546	895.4886145
1547	895.0975765
1548	894.6790291
1549	894.3171893
1550	893.9410063
1551	893.5875612
1552	893.2312898
1553	892.8704699
1554	892.4501079
1555	892.0555143
1556	891.674308
1557	891.2704645
1558	890.8658598
1559	890.4742623
1560	890.1082657
1561	889.7369718
1562	889.3726179
1563	888.9911323
1564	888.6288074
1565	888.245193
1566	887.8407033
1567	887.5117437
1568	887.1018551
1569	886.766072
1570	886.3880456
1571	886.0318897
1572	885.6357432
1573	885.2462478
1574	884.8396639
1575	884.4980338
1576	884.1538088
1577	883.7350358
1578	883.3339085
1579	882.9865277
1580	882.5996166
1581	882.1921394
1582	881.7902528
1583	881.4150757
1584	881.0194815
1585	880.623733
1586	880.3039701
1587	879.9156788
1588	879.5506092
1589	879.2067802
1590	878.8385846
1591	878.4579231
1592	878.0780461
1593	877.7702695
1594	877.3755219
1595	877.0555896
1596	876.7064357
1597	876.3208152
1598	875.9522428
1599	875.6047939
1600	875.2265139
1601	874.8643772
1602	874.5243158
1603	874.1859692
1604	873.8530312
1605	873.5141853
1606	873.1380595
1607	872.7926971
1608	872.4531075
1609	872.1069352
1610	871.7516485
1611	871.3913125
1612	871.0013355
1613	870.6226925
1614	870.2529448
1615	869.9302346
1616	869.6244235
1617	869.3097227
1618	868.9157872
1619	868.6017461
1620	868.2163897
1621	867.8943368
1622	867.514609
1623	867.2184638
1624	866.8194542
1625	866.4799549
1626	866.0972189
1627	865.8008829
1628	865.5051352
1629	865.2143673
1630	864.8646155
1631	864.5162162
1632	864.1817731
1633	863.8618783
1634	863.5143059
1635	863.1858466
1636	862.8018205
1637	862.4421563
1638	862.0861601
1639	861.7732499
1640	861.4594426
1641	861.1594504
1642	860.865435
1643	860.4974043
1644	860.1628706
1645	859.8210053
1646	859.5128065
1647	859.1856333
1648	858.8634544
1649	858.5287821
1650	858.2121587
1651	857.9013581
1652	857.5779301
1653	857.2698636
1654	856.9187884
1655	856.6018153
1656	856.3087731
1657	855.9504
1658	855.6034556
1659	855.3167406
1660	854.9987893
1661	854.6514671
1662	854.2887214
1663	853.9936207
1664	853.6909174
1665	853.3537427
1666	853.0190844
1667	852.7240613
1668	852.4283329
